usuario_id,producto_id,nombre,categoria_general,dwell_time_segundos,created_at
8b3cbf01-31af-4e81-a22b-5b0aa6f1177e,p14,Bocina Portátil JBL Go 4,Entretenimiento,17.01,2026-07-03T19:45:06.884714
cfca7879-0a1e-4075-9eba-7e6e0dd07d5d,p8,Raspberry Pi 5 (8 GB) Kit Completo,Académico,24.71,2026-07-03T19:45:06.884813
8db63e65-22e8-4daf-8912-b00e781b5a4d,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,15.75,2026-07-03T19:45:06.884920
37676807-2bb4-4ad9-8957-4667461a7c4f,p20,Teclado Mecánico Compacto TKL RGB,Entretenimiento,12.01,2026-07-03T19:45:06.885105
7d8dc277-78bc-4f2e-b4d9-61f8e690819b,p1,Planner Académico Pro UPY,Académico,27.18,2026-07-03T19:45:06.886387
84d3fac4-f48d-4db9-bff2-2fd532149177,p2,Microsoft Office 365 Estudiante,Académico,20.12,2026-07-03T19:45:06.886484
6efdca63-2a2e-4fa9-a5c2-63b87e223bb6,p11,Certificación CompTIA Security+ (Prep),Académico,20.92,2026-07-03T19:45:06.886584
6cf4e6fa-3268-4e3b-8243-1cccc3b72feb,p2,Microsoft Office 365 Estudiante,Académico,22.7,2026-07-03T19:45:06.886681
464b9276-cbbe-4773-8a2e-cdf1d61e5755,p34,Combo Snack de Cafetería UPY,Entretenimiento,8.61,2026-07-03T19:45:06.887784
00053d71-61b5-4e25-98b1-ff51c970183f,p33,Canva Pro Estudiante (6 meses),Entretenimiento,13.29,2026-07-03T19:45:06.888299
7d3157ea-4a74-4423-90c9-a20af0cc138a,p18,Silla Ergonómica de Escritorio,Entretenimiento,13.37,2026-07-03T19:45:06.888497
b2e5af1e-dfc4-4df9-8570-4e0c971335cd,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,10.5,2026-07-03T19:45:06.888596
7d828498-5c47-4273-bf87-81fabde6249c,p32,Servicio de Tutorías Express en Python,Académico,13.74,2026-07-03T19:45:06.888904
c56e1c68-ac32-4ebb-9f5d-d4ec070b6436,p1,Planner Académico Pro UPY,Académico,37.27,2026-07-03T19:45:06.889010
394c5a0a-068c-486c-8431-824ab1a31546,p5,Curso Machine Learning con TensorFlow,Académico,23.73,2026-07-03T19:45:06.889790
d072afba-47d2-4bae-bae0-259991a3d61d,p34,Combo Snack de Cafetería UPY,Entretenimiento,15.55,2026-07-03T19:45:06.889883
7bab0dbb-25b4-41cf-a05d-a7e929da1ce8,p8,Raspberry Pi 5 (8 GB) Kit Completo,Académico,19.61,2026-07-03T19:45:06.889988
464b9276-cbbe-4773-8a2e-cdf1d61e5755,p20,Teclado Mecánico Compacto TKL RGB,Entretenimiento,11.73,2026-07-03T19:45:06.892029
1c031be5-d2c9-4f17-94a8-4e5e118c1d0a,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,12.48,2026-07-03T19:45:06.892246
c8a16575-9df3-4916-b708-0fe72f35e9c9,p33,Canva Pro Estudiante (6 meses),Entretenimiento,11.3,2026-07-03T19:45:06.893350
870a1364-c0a4-4ef7-9336-d70814f44162,p20,Teclado Mecánico Compacto TKL RGB,Entretenimiento,14.59,2026-07-03T19:45:06.893605
8a0503fd-e748-458f-a448-fae6118cab68,p3,Curso Python para Datos e IA,Académico,39.11,2026-07-03T19:45:06.893813
a0052413-e2f7-438c-b7cb-1b1d65a09f6b,p11,Certificación CompTIA Security+ (Prep),Académico,36.77,2026-07-03T19:45:06.893914
b35b026a-31fb-4f98-a425-6d806d29de83,p3,Curso Python para Datos e IA,Académico,30.7,2026-07-03T19:45:06.895251
13d32b48-6500-47e7-8efd-7f95c3b9d41c,p20,Teclado Mecánico Compacto TKL RGB,Entretenimiento,22.95,2026-07-03T19:45:06.895455
a8ee427b-9e96-4009-8f82-f6e7953441a4,p32,Servicio de Tutorías Express en Python,Académico,19.28,2026-07-03T19:45:06.895647
06293d96-5920-4681-a67f-34a7d2d4d3b0,p7,Kit Arduino Uno R4 Starter Pro,Académico,30.72,2026-07-03T19:45:06.895741
6581ae05-621c-4c91-98b3-f01607aa85fe,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,16.7,2026-07-03T19:45:06.895838
7d8dc277-78bc-4f2e-b4d9-61f8e690819b,p3,Curso Python para Datos e IA,Académico,15.93,2026-07-03T19:45:06.895934
a6c92b20-6513-4b00-92a2-abd949379ef3,p14,Bocina Portátil JBL Go 4,Entretenimiento,12.57,2026-07-03T19:45:06.896941
e42d8ced-fbd1-4e4b-82f0-842ce9a563d9,p11,Certificación CompTIA Security+ (Prep),Académico,27.51,2026-07-03T19:45:06.897148
6f728f65-c16e-4ece-b3cd-60e88a268300,p14,Bocina Portátil JBL Go 4,Entretenimiento,17.28,2026-07-03T19:45:06.897435
c942c108-82c5-44c6-aa9f-055a93e9a7d3,p10,Álgebra Lineal para IA (eBook + Ejercicios),Académico,29.93,2026-07-03T19:45:06.898366
132489e7-b5f6-4f44-af1f-0c504a7f9c35,p32,Servicio de Tutorías Express en Python,Académico,44.46,2026-07-03T19:45:06.898551
6cee9e65-4294-4d7a-9979-023e13041c87,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,12.99,2026-07-03T19:45:06.898729
a8ee427b-9e96-4009-8f82-f6e7953441a4,p8,Raspberry Pi 5 (8 GB) Kit Completo,Académico,21.86,2026-07-03T19:45:06.898816
b6405e65-21ca-4482-b5ca-b5442557201c,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,23.63,2026-07-03T19:45:06.899012
8d920eed-4313-48ff-baa6-1221d333a432,p6,Curso Ethical Hacking & Pentesting,Académico,25.02,2026-07-03T19:45:06.901413
19bb9a3c-1ecd-46ac-81d7-5d1d37f46519,p32,Servicio de Tutorías Express en Python,Académico,22.46,2026-07-03T19:45:06.901618
14c0b949-7f99-44b5-a7df-b33de0d60161,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,9.47,2026-07-03T19:45:06.901915
17835ff2-fdaf-4f7e-bb85-1b53bd1c20a9,p6,Curso Ethical Hacking & Pentesting,Académico,19.85,2026-07-03T19:45:06.902130
2f07556d-dcc8-41a9-97eb-0f7ee27d8517,p12,Kit Electrónica: Sensores IoT Avanzados,Académico,29.45,2026-07-03T19:45:06.902321
37676807-2bb4-4ad9-8957-4667461a7c4f,p5,Curso Machine Learning con TensorFlow,Académico,22.34,2026-07-03T19:45:06.903637
bab967b9-ca5a-472c-85c2-8209711a3b72,p5,Curso Machine Learning con TensorFlow,Académico,21.59,2026-07-03T19:45:06.903736
2ad6be97-3520-491b-9b73-9ba0565cc013,p2,Microsoft Office 365 Estudiante,Académico,16.03,2026-07-03T19:45:06.903843
a681ffc7-c251-43a9-af6b-921a7fa10ea9,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,23.04,2026-07-03T19:45:06.903943
ee525c79-f233-4279-997b-524c0feb6b9d,p3,Curso Python para Datos e IA,Académico,38.08,2026-07-03T19:45:06.904365
a8ee427b-9e96-4009-8f82-f6e7953441a4,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,11.8,2026-07-03T19:45:06.906501
8d72a4d5-3806-4928-8364-3933a088a61d,p34,Combo Snack de Cafetería UPY,Entretenimiento,14.93,2026-07-03T19:45:06.906598
2020648d-21ea-4ef9-a55e-33e0e3d14a2b,p2,Microsoft Office 365 Estudiante,Académico,21.42,2026-07-03T19:45:06.906788
c3ee368e-3d59-44e8-ba44-5f517efc74ba,p8,Raspberry Pi 5 (8 GB) Kit Completo,Académico,26.19,2026-07-03T19:45:06.906887
8db63e65-22e8-4daf-8912-b00e781b5a4d,p14,Bocina Portátil JBL Go 4,Entretenimiento,17.21,2026-07-03T19:45:06.906986
c942c108-82c5-44c6-aa9f-055a93e9a7d3,p11,Certificación CompTIA Security+ (Prep),Académico,21.91,2026-07-03T19:45:06.907083
47348f44-0a3c-4086-842b-325b011c7f99,p1,Planner Académico Pro UPY,Académico,24.46,2026-07-03T19:45:06.907179
13d32b48-6500-47e7-8efd-7f95c3b9d41c,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,12.32,2026-07-03T19:45:06.909331
27f718fc-fdfb-4d37-ab9a-bbb75d4cc903,p5,Curso Machine Learning con TensorFlow,Académico,25.24,2026-07-03T19:45:06.909537
7bab0dbb-25b4-41cf-a05d-a7e929da1ce8,p32,Servicio de Tutorías Express en Python,Académico,28.78,2026-07-03T19:45:06.909930
7875c496-62c0-455c-aa72-6e53536a3a30,p7,Kit Arduino Uno R4 Starter Pro,Académico,17.04,2026-07-03T19:45:06.911029
870a1364-c0a4-4ef7-9336-d70814f44162,p18,Silla Ergonómica de Escritorio,Entretenimiento,11.88,2026-07-03T19:45:06.911138
d072afba-47d2-4bae-bae0-259991a3d61d,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,16.48,2026-07-03T19:45:06.911238
f2f01ffd-d616-4fa7-bb7f-63d3767504f9,p6,Curso Ethical Hacking & Pentesting,Académico,29.46,2026-07-03T19:45:06.911650
71501783-5b1f-4ed0-9dfa-842f657af759,p13,Audífonos Inalámbricos JBL Tune 520BT,Entretenimiento,7.4,2026-07-03T19:45:06.911840
b2e5af1e-dfc4-4df9-8570-4e0c971335cd,p5,Curso Machine Learning con TensorFlow,Académico,34.55,2026-07-03T19:45:06.911938
bab967b9-ca5a-472c-85c2-8209711a3b72,p34,Combo Snack de Cafetería UPY,Entretenimiento,22.74,2026-07-03T19:45:06.912046
7d8dc277-78bc-4f2e-b4d9-61f8e690819b,p32,Servicio de Tutorías Express en Python,Académico,33.44,2026-07-03T19:45:06.912243
77b19267-f330-4386-9673-0e374579775d,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,20.08,2026-07-03T19:45:06.913252
5b0546da-18f7-4899-9e3f-8999bb18cfa5,p4,Cálculo Diferencial e Integral (Pack Digital),Académico,44.13,2026-07-03T19:45:06.913359
1e936c09-547d-4cd0-84d1-f96c34456bf0,p3,Curso Python para Datos e IA,Académico,28.9,2026-07-03T19:45:06.913741
f2f01ffd-d616-4fa7-bb7f-63d3767504f9,p6,Curso Ethical Hacking & Pentesting,Académico,28.17,2026-07-03T19:45:06.914969
3ce352d3-4f92-4e38-9814-d5fbcaaf1056,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,10.37,2026-07-03T19:45:06.915076
a79762cb-c823-41dc-b0de-48a7f3f51395,p10,Álgebra Lineal para IA (eBook + Ejercicios),Académico,36.03,2026-07-03T19:45:06.915170
7875c496-62c0-455c-aa72-6e53536a3a30,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,14.19,2026-07-03T19:45:06.915864
7875c496-62c0-455c-aa72-6e53536a3a30,p16,Spotify Premium Estudiante (3 meses),Entretenimiento,21.18,2026-07-03T19:45:06.916261
848f38dc-cce1-4871-ae60-ab1536b0ac1f,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,26.78,2026-07-03T19:45:06.916356
89ec3d91-a6c9-4fa5-95f1-b3f7c9b418a1,p20,Teclado Mecánico Compacto TKL RGB,Entretenimiento,13.12,2026-07-03T19:45:06.916455
82f5b55a-fe08-4b63-9799-302774d2a81e,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,28.87,2026-07-03T19:45:06.916659
1e936c09-547d-4cd0-84d1-f96c34456bf0,p32,Servicio de Tutorías Express en Python,Académico,23.85,2026-07-03T19:45:06.916752
556b55df-e496-465b-8a8f-290d83abe825,p11,Certificación CompTIA Security+ (Prep),Académico,14.9,2026-07-03T19:45:06.916851
77b19267-f330-4386-9673-0e374579775d,p8,Raspberry Pi 5 (8 GB) Kit Completo,Académico,9.57,2026-07-03T19:45:06.917333
2351b923-b64c-43ee-a544-06a17fc780d9,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,24.6,2026-07-03T19:45:06.917607
4a479f49-513a-44e4-a57d-e08d25a2efb5,p34,Combo Snack de Cafetería UPY,Entretenimiento,16.43,2026-07-03T19:45:06.917801
2d2502a1-66f7-4554-b0c2-f20c03827115,p32,Servicio de Tutorías Express en Python,Académico,25.96,2026-07-03T19:45:06.919243
c8a16575-9df3-4916-b708-0fe72f35e9c9,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,12.75,2026-07-03T19:45:06.919353
55a0f2d5-a723-49ae-8f4c-5b01a4875b5d,p16,Spotify Premium Estudiante (3 meses),Entretenimiento,15.58,2026-07-03T19:45:06.919457
c08ef652-e31d-4cf7-a236-fa79f1287114,p11,Certificación CompTIA Security+ (Prep),Académico,23.38,2026-07-03T19:45:06.919669
77b19267-f330-4386-9673-0e374579775d,p7,Kit Arduino Uno R4 Starter Pro,Académico,21.83,2026-07-03T19:45:06.920276
ef91797a-788f-40f3-b56c-4ce278334b24,p32,Servicio de Tutorías Express en Python,Académico,21.57,2026-07-03T19:45:06.920464
2d2502a1-66f7-4554-b0c2-f20c03827115,p34,Combo Snack de Cafetería UPY,Entretenimiento,17.91,2026-07-03T19:45:06.920655
7471abfa-3b26-4935-8b2a-2e6114c62006,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,27.89,2026-07-03T19:45:06.921146
6581ae05-621c-4c91-98b3-f01607aa85fe,p5,Curso Machine Learning con TensorFlow,Académico,24.42,2026-07-03T19:45:06.921236
19bb9a3c-1ecd-46ac-81d7-5d1d37f46519,p7,Kit Arduino Uno R4 Starter Pro,Académico,25.0,2026-07-03T19:45:06.921423
6cee9e65-4294-4d7a-9979-023e13041c87,p4,Cálculo Diferencial e Integral (Pack Digital),Académico,18.16,2026-07-03T19:45:06.921529
e4d4f2ee-8a01-41e8-9b39-733719363c54,p4,Cálculo Diferencial e Integral (Pack Digital),Académico,19.25,2026-07-03T19:45:06.921715
7d3157ea-4a74-4423-90c9-a20af0cc138a,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,12.26,2026-07-03T19:45:06.921894
5b0546da-18f7-4899-9e3f-8999bb18cfa5,p13,Audífonos Inalámbricos JBL Tune 520BT,Entretenimiento,17.84,2026-07-03T19:45:06.922282
68895e64-dd5b-4946-b628-1332d2d43f6a,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,25.37,2026-07-03T19:45:06.922467
870a1364-c0a4-4ef7-9336-d70814f44162,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,40.81,2026-07-03T19:45:06.922746
b2e5af1e-dfc4-4df9-8570-4e0c971335cd,p34,Combo Snack de Cafetería UPY,Entretenimiento,9.97,2026-07-03T19:45:06.922844
c56e1c68-ac32-4ebb-9f5d-d4ec070b6436,p2,Microsoft Office 365 Estudiante,Académico,23.74,2026-07-03T19:45:06.922936
3ce352d3-4f92-4e38-9814-d5fbcaaf1056,p12,Kit Electrónica: Sensores IoT Avanzados,Académico,24.67,2026-07-03T19:45:06.923118
848f38dc-cce1-4871-ae60-ab1536b0ac1f,p16,Spotify Premium Estudiante (3 meses),Entretenimiento,15.78,2026-07-03T19:45:06.923315
b2e5af1e-dfc4-4df9-8570-4e0c971335cd,p12,Kit Electrónica: Sensores IoT Avanzados,Académico,23.92,2026-07-03T19:45:06.923807
7bab0dbb-25b4-41cf-a05d-a7e929da1ce8,p11,Certificación CompTIA Security+ (Prep),Académico,25.21,2026-07-03T19:45:06.924208
29920c79-f702-4768-a4d3-c932c774e58f,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,15.88,2026-07-03T19:45:06.924325
e3a1e3fd-968f-4b08-8706-bee4cae8154b,p2,Microsoft Office 365 Estudiante,Académico,17.22,2026-07-03T19:45:06.924423
71501783-5b1f-4ed0-9dfa-842f657af759,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,21.07,2026-07-03T19:45:06.924520
7471abfa-3b26-4935-8b2a-2e6114c62006,p7,Kit Arduino Uno R4 Starter Pro,Académico,47.77,2026-07-03T19:45:06.924616
6cf4e6fa-3268-4e3b-8243-1cccc3b72feb,p20,Teclado Mecánico Compacto TKL RGB,Entretenimiento,10.69,2026-07-03T19:45:06.925182
a8ee427b-9e96-4009-8f82-f6e7953441a4,p34,Combo Snack de Cafetería UPY,Entretenimiento,22.83,2026-07-03T19:45:06.925290
8d72a4d5-3806-4928-8364-3933a088a61d,p10,Álgebra Lineal para IA (eBook + Ejercicios),Académico,14.29,2026-07-03T19:45:06.925889
b2e5af1e-dfc4-4df9-8570-4e0c971335cd,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,13.75,2026-07-03T19:45:06.927006
c3ee368e-3d59-44e8-ba44-5f517efc74ba,p16,Spotify Premium Estudiante (3 meses),Entretenimiento,20.06,2026-07-03T19:45:06.927200
8db63e65-22e8-4daf-8912-b00e781b5a4d,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,13.12,2026-07-03T19:45:06.927994
55a0f2d5-a723-49ae-8f4c-5b01a4875b5d,p7,Kit Arduino Uno R4 Starter Pro,Académico,25.85,2026-07-03T19:45:06.929240
29920c79-f702-4768-a4d3-c932c774e58f,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,17.3,2026-07-03T19:45:06.929334
82e51ec3-ca4f-4264-aaa4-96bf6c43e223,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,9.05,2026-07-03T19:45:06.929433
6efdca63-2a2e-4fa9-a5c2-63b87e223bb6,p3,Curso Python para Datos e IA,Académico,25.88,2026-07-03T19:45:06.929812
b017b8a2-93ea-4891-985d-0bfe4aa4ab40,p34,Combo Snack de Cafetería UPY,Entretenimiento,10.25,2026-07-03T19:45:06.930102
e3a1e3fd-968f-4b08-8706-bee4cae8154b,p4,Cálculo Diferencial e Integral (Pack Digital),Académico,41.9,2026-07-03T19:45:06.930399
e42d8ced-fbd1-4e4b-82f0-842ce9a563d9,p10,Álgebra Lineal para IA (eBook + Ejercicios),Académico,18.72,2026-07-03T19:45:06.930496
bc308847-7e42-489b-875f-bf48acbe60b4,p10,Álgebra Lineal para IA (eBook + Ejercicios),Académico,16.29,2026-07-03T19:45:06.930784
89ec3d91-a6c9-4fa5-95f1-b3f7c9b418a1,p13,Audífonos Inalámbricos JBL Tune 520BT,Entretenimiento,20.64,2026-07-03T19:45:06.930988
c3ee368e-3d59-44e8-ba44-5f517efc74ba,p14,Bocina Portátil JBL Go 4,Entretenimiento,9.39,2026-07-03T19:45:06.931360
2d2502a1-66f7-4554-b0c2-f20c03827115,p11,Certificación CompTIA Security+ (Prep),Académico,32.71,2026-07-03T19:45:06.931456
13d32b48-6500-47e7-8efd-7f95c3b9d41c,p4,Cálculo Diferencial e Integral (Pack Digital),Académico,19.41,2026-07-03T19:45:06.931549
7471abfa-3b26-4935-8b2a-2e6114c62006,p5,Curso Machine Learning con TensorFlow,Académico,23.53,2026-07-03T19:45:06.931639
27f718fc-fdfb-4d37-ab9a-bbb75d4cc903,p13,Audífonos Inalámbricos JBL Tune 520BT,Entretenimiento,33.27,2026-07-03T19:45:06.931734
f37195b0-17cc-4f7b-8708-c66fa34ae0b6,p2,Microsoft Office 365 Estudiante,Académico,18.89,2026-07-03T19:45:06.933653
e42d8ced-fbd1-4e4b-82f0-842ce9a563d9,p14,Bocina Portátil JBL Go 4,Entretenimiento,16.52,2026-07-03T19:45:06.933845
a0052413-e2f7-438c-b7cb-1b1d65a09f6b,p7,Kit Arduino Uno R4 Starter Pro,Académico,46.44,2026-07-03T19:45:06.934143
a0126999-8c2e-441e-9810-d17372327bd2,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,21.99,2026-07-03T19:45:06.934436
13d32b48-6500-47e7-8efd-7f95c3b9d41c,p33,Canva Pro Estudiante (6 meses),Entretenimiento,21.14,2026-07-03T19:45:06.934529
2f07556d-dcc8-41a9-97eb-0f7ee27d8517,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,12.45,2026-07-03T19:45:06.935595
c541f18a-2ceb-4369-ad51-01112d8c9dde,p34,Combo Snack de Cafetería UPY,Entretenimiento,18.47,2026-07-03T19:45:06.935697
8a0503fd-e748-458f-a448-fae6118cab68,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,37.3,2026-07-03T19:45:06.935799
e3a1e3fd-968f-4b08-8706-bee4cae8154b,p20,Teclado Mecánico Compacto TKL RGB,Entretenimiento,11.36,2026-07-03T19:45:06.936076
2020648d-21ea-4ef9-a55e-33e0e3d14a2b,p6,Curso Ethical Hacking & Pentesting,Académico,37.26,2026-07-03T19:45:06.936174
13d32b48-6500-47e7-8efd-7f95c3b9d41c,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,17.46,2026-07-03T19:45:06.936368
3d1ecaca-0db7-4a82-90d1-400561534c7d,p6,Curso Ethical Hacking & Pentesting,Académico,27.17,2026-07-03T19:45:06.936463
8005238f-6f00-43fc-9608-98132e8b5626,p20,Teclado Mecánico Compacto TKL RGB,Entretenimiento,13.62,2026-07-03T19:45:06.936744
a6c92b20-6513-4b00-92a2-abd949379ef3,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,13.18,2026-07-03T19:45:06.937733
d1ca6161-3a2e-453b-8b34-70743d9fb452,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,31.6,2026-07-03T19:45:06.938028
68465217-5ac7-4163-8ce6-91f7da074892,p11,Certificación CompTIA Security+ (Prep),Académico,18.1,2026-07-03T19:45:06.938228
6cee9e65-4294-4d7a-9979-023e13041c87,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,21.19,2026-07-03T19:45:06.938593
0d13e4a9-9b0b-4578-837d-afbf01bcf38a,p13,Audífonos Inalámbricos JBL Tune 520BT,Entretenimiento,9.75,2026-07-03T19:45:06.939069
27f718fc-fdfb-4d37-ab9a-bbb75d4cc903,p34,Combo Snack de Cafetería UPY,Entretenimiento,12.1,2026-07-03T19:45:06.939332
6cf4e6fa-3268-4e3b-8243-1cccc3b72feb,p13,Audífonos Inalámbricos JBL Tune 520BT,Entretenimiento,7.38,2026-07-03T19:45:06.939515
bc308847-7e42-489b-875f-bf48acbe60b4,p13,Audífonos Inalámbricos JBL Tune 520BT,Entretenimiento,15.83,2026-07-03T19:45:06.941078
47348f44-0a3c-4086-842b-325b011c7f99,p12,Kit Electrónica: Sensores IoT Avanzados,Académico,27.86,2026-07-03T19:45:06.941260
c3ee368e-3d59-44e8-ba44-5f517efc74ba,p11,Certificación CompTIA Security+ (Prep),Académico,20.62,2026-07-03T19:45:06.941354
7d754a3b-c414-4228-8471-2e8b6217f3fc,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,10.36,2026-07-03T19:45:06.941447
e4d4f2ee-8a01-41e8-9b39-733719363c54,p5,Curso Machine Learning con TensorFlow,Académico,18.11,2026-07-03T19:45:06.941549
e3a1e3fd-968f-4b08-8706-bee4cae8154b,p6,Curso Ethical Hacking & Pentesting,Académico,47.77,2026-07-03T19:45:06.941656
7d8dc277-78bc-4f2e-b4d9-61f8e690819b,p14,Bocina Portátil JBL Go 4,Entretenimiento,20.51,2026-07-03T19:45:06.941832
6efdca63-2a2e-4fa9-a5c2-63b87e223bb6,p34,Combo Snack de Cafetería UPY,Entretenimiento,23.38,2026-07-03T19:45:06.941918
b2e5af1e-dfc4-4df9-8570-4e0c971335cd,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,22.97,2026-07-03T19:45:06.942010
c3ee368e-3d59-44e8-ba44-5f517efc74ba,p1,Planner Académico Pro UPY,Académico,31.15,2026-07-03T19:45:06.942104
dc546edf-de51-45dc-8987-30f22afc8e46,p4,Cálculo Diferencial e Integral (Pack Digital),Académico,27.82,2026-07-03T19:45:06.942200
f37195b0-17cc-4f7b-8708-c66fa34ae0b6,p10,Álgebra Lineal para IA (eBook + Ejercicios),Académico,27.07,2026-07-03T19:45:06.942295
7d3157ea-4a74-4423-90c9-a20af0cc138a,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,25.21,2026-07-03T19:45:06.942818
13d32b48-6500-47e7-8efd-7f95c3b9d41c,p5,Curso Machine Learning con TensorFlow,Académico,27.74,2026-07-03T19:45:06.943000
8b3cbf01-31af-4e81-a22b-5b0aa6f1177e,p16,Spotify Premium Estudiante (3 meses),Entretenimiento,13.38,2026-07-03T19:45:06.943087
3ce352d3-4f92-4e38-9814-d5fbcaaf1056,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,18.04,2026-07-03T19:45:06.943363
ef91797a-788f-40f3-b56c-4ce278334b24,p4,Cálculo Diferencial e Integral (Pack Digital),Académico,22.96,2026-07-03T19:45:06.943543
c56e1c68-ac32-4ebb-9f5d-d4ec070b6436,p10,Álgebra Lineal para IA (eBook + Ejercicios),Académico,37.82,2026-07-03T19:45:06.943638
55a0f2d5-a723-49ae-8f4c-5b01a4875b5d,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,8.62,2026-07-03T19:45:06.943729
eec88317-1719-49f9-b96a-acdbdc3714c6,p13,Audífonos Inalámbricos JBL Tune 520BT,Entretenimiento,27.1,2026-07-03T19:45:06.943905
bab967b9-ca5a-472c-85c2-8209711a3b72,p4,Cálculo Diferencial e Integral (Pack Digital),Académico,27.63,2026-07-03T19:45:06.944371
14c0b949-7f99-44b5-a7df-b33de0d60161,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,16.44,2026-07-03T19:45:06.944551
2fb72db6-428e-4c3e-b786-88ed0676338f,p14,Bocina Portátil JBL Go 4,Entretenimiento,14.54,2026-07-03T19:45:06.944983
cfca7879-0a1e-4075-9eba-7e6e0dd07d5d,p11,Certificación CompTIA Security+ (Prep),Académico,26.93,2026-07-03T19:45:06.945073
1643e104-6ab9-405f-bb2f-d875042372ac,p18,Silla Ergonómica de Escritorio,Entretenimiento,17.16,2026-07-03T19:45:06.945349
ef91797a-788f-40f3-b56c-4ce278334b24,p10,Álgebra Lineal para IA (eBook + Ejercicios),Académico,24.09,2026-07-03T19:45:06.945438
2351b923-b64c-43ee-a544-06a17fc780d9,p8,Raspberry Pi 5 (8 GB) Kit Completo,Académico,23.32,2026-07-03T19:45:06.947061
b656218b-4117-44ee-9fe8-874ee323ef5e,p34,Combo Snack de Cafetería UPY,Entretenimiento,16.35,2026-07-03T19:45:06.947147
1c031be5-d2c9-4f17-94a8-4e5e118c1d0a,p16,Spotify Premium Estudiante (3 meses),Entretenimiento,9.49,2026-07-03T19:45:06.947243
8a0503fd-e748-458f-a448-fae6118cab68,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,12.24,2026-07-03T19:45:06.948436
27f718fc-fdfb-4d37-ab9a-bbb75d4cc903,p10,Álgebra Lineal para IA (eBook + Ejercicios),Académico,27.86,2026-07-03T19:45:06.948549
7d828498-5c47-4273-bf87-81fabde6249c,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,18.11,2026-07-03T19:45:06.948636
7d3157ea-4a74-4423-90c9-a20af0cc138a,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,17.43,2026-07-03T19:45:06.950148
132489e7-b5f6-4f44-af1f-0c504a7f9c35,p14,Bocina Portátil JBL Go 4,Entretenimiento,11.78,2026-07-03T19:45:06.950442
b656218b-4117-44ee-9fe8-874ee323ef5e,p33,Canva Pro Estudiante (6 meses),Entretenimiento,13.52,2026-07-03T19:45:06.951068
8a0503fd-e748-458f-a448-fae6118cab68,p3,Curso Python para Datos e IA,Académico,37.97,2026-07-03T19:45:06.951166
b6405e65-21ca-4482-b5ca-b5442557201c,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,28.83,2026-07-03T19:45:06.952337
464b9276-cbbe-4773-8a2e-cdf1d61e5755,p4,Cálculo Diferencial e Integral (Pack Digital),Académico,38.46,2026-07-03T19:45:06.952436
